Source,Target,weight
Abdatmo,khalidalbaih,RT @khalidalbaih: #khartoon - #Covid19 A new strain - #corona #vaccine #illustration #politicalmemes #politicalcartoon #antivax #plandemic2…
stitchwrites,khalidalbaih,RT @khalidalbaih: #khartoon - #Covid19 A new strain - #corona #vaccine #illustration #politicalmemes #politicalcartoon #antivax #plandemic2…
fogrrrrr,khalidalbaih,RT @khalidalbaih: #khartoon - #Covid19 A new strain - #corona #vaccine #illustration #politicalmemes #politicalcartoon #antivax #plandemic2…
jw17141,masuruha2,RT @masuruha2: Pfizer COVID vaccine trial shows alarming evidence of pathogenic priming in older adults | Opinion | LifeSite https://t.co/P…
midgeunique,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
hsiao_yun,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
Awakened202011,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
krazykitkatm,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
anarchic_teapot,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
4tis,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
AlThuwaikh90,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
RantyCat,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
Jules_GastroRD,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
JonPegasus,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
KMConrad11,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
fairdorotea,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
KBNC1986,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
Kathy93533246,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
zafarwestern,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
WajihHalawa,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
AlastairTelford,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
anitathebestest,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
VaccineUK,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
NomDe_Twit,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
EllseaHoldFast,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
WendyVM3,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
aliggetssocial,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
arrhenius,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
gmopundit,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
xaipe3,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
Bajagirl2,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
pr_pondering,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
mechanitom,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
toni87230159,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
Tatihab,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
bobbi713,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
Masky_Jay_Hoody,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
JoeHill_17,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
UyaAril,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
fizli83,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
junolocal,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
camidlifecrisis,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
lilsister7,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
azilanazri,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
arriereagain,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
leegnik,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
i4dzn,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
dikos4,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
iamjoelee,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
harriszainul,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
azrulmohdkhalib,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
AdamCorson,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
LelyDjuhari,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
ashishavyas,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
NeithButterfly,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
noodlemaz,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
LymeScience,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
padakitty,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
lavendergirl314,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
airgweilo,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
angbugny,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
Krasnostein,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
caerbannog666,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
EvansStef_UNLV,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
jhauser42,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
cyanfiremusic,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
AMGarvey,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
50_Shades0fGreg,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
dragonflymoon77,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
careyz,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
ATJaxon,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
QTran4,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
MelbieToast,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
dkegel,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
Pyplate,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
bartoldome,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
yung__nilla,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
BojoBodean,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
DrJudyStone,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
fusr2018,CCDHate,"RT @CCDHate: Anti-vaxxers have been meeting secretly to plan how to stop the Covid vaccine.

We were there.

Today, we’re exposing their pl…"
